"","nlc2022_7class","T_MAPCODE","step_deg2","n"
"2693","5","SVcb2","0",0
"2694","6","SVcb2","0",0
"2695","7","SVcb2","0",0
"2696","1","SVcb20","0",0
"2697","2","SVcb20","0",0
"2698","3","SVcb20","0",0
"2699","4","SVcb20","0",0
"2700","5","SVcb20","0",0
"2701","6","SVcb20","0",0
"2702","7","SVcb20","0",0
"2703","1","SVcb21","0",0
"2704","2","SVcb21","0",0
"2705","3","SVcb21","0",0
"2706","4","SVcb21","0",0
"2707","5","SVcb21","0",0
"2708","6","SVcb21","0",0
"2709","7","SVcb21","0",0
"2710","1","SVcb22","0",0
"2711","2","SVcb22","0",0
"2712","3","SVcb22","0",0
"2713","4","SVcb22","0",0
"2714","5","SVcb22","0",0
"2715","6","SVcb22","0",0
"2716","7","SVcb22","0",0
"2717","1","SVcb23","0",0
"2718","2","SVcb23","0",0
"2719","3","SVcb23","0",0
"2720","4","SVcb23","0",0
"2721","5","SVcb23","0",0
"2722","6","SVcb23","0",0
"2723","7","SVcb23","0",0
"2724","1","SVcb24","0",0
"2725","2","SVcb24","0",0
"2726","3","SVcb24","0",0
"2727","4","SVcb24","0",0
"2728","5","SVcb24","0",0
"2729","6","SVcb24","0",0
"2730","7","SVcb24","0",0
"2731","1","SVcb25","0",0
"2732","2","SVcb25","0",0
"2733","3","SVcb25","0",0
"2734","4","SVcb25","0",0
"2735","5","SVcb25","0",0
"2736","6","SVcb25","0",0
"2737","7","SVcb25","0",0
"2738","1","SVcb26","0",0
"2739","2","SVcb26","0",0
"2740","3","SVcb26","0",0
"2741","4","SVcb26","0",0
"2742","5","SVcb26","0",0
"2743","6","SVcb26","0",0
"2744","7","SVcb26","0",0
"2745","1","SVcb27","0",0
"2746","2","SVcb27","0",0
"2747","3","SVcb27","0",0
"2748","4","SVcb27","0",0
"2749","5","SVcb27","0",0
"2750","6","SVcb27","0",0
"2751","7","SVcb27","0",0
"2752","1","SVcb28","0",0
"2753","2","SVcb28","0",0
"2754","3","SVcb28","0",0
"2755","4","SVcb28","0",0
"2756","5","SVcb28","0",0
"2757","6","SVcb28","0",0
"2758","7","SVcb28","0",0
"2759","1","SVcb29","0",0
"2760","2","SVcb29","0",0
"2761","3","SVcb29","0",0
"2762","4","SVcb29","0",0
"2763","5","SVcb29","0",0
"2764","6","SVcb29","0",0
"2765","7","SVcb29","0",0
"2766","1","SVcb3","0",0
"2767","2","SVcb3","0",0
"2768","3","SVcb3","0",0
"2769","4","SVcb3","0",0
"2770","5","SVcb3","0",0
"2771","6","SVcb3","0",0
"2772","7","SVcb3","0",0
"2773","1","SVcb4","0",0
"2774","2","SVcb4","0",0
"2775","3","SVcb4","0",0
"2776","4","SVcb4","0",0
"2777","5","SVcb4","0",0
"2778","6","SVcb4","0",0
"2779","7","SVcb4","0",0
"2780","1","SVcb5","0",0
"2781","2","SVcb5","0",0
"2782","3","SVcb5","0",0
"2783","4","SVcb5","0",0
"2784","5","SVcb5","0",0
"2785","6","SVcb5","0",0
"2786","7","SVcb5","0",0
"2787","1","SVcb6","0",0
"2788","2","SVcb6","0",0
"2789","3","SVcb6","0",0
"2790","4","SVcb6","0",0
"2791","5","SVcb6","0",0
"2792","6","SVcb6","0",0
"2793","7","SVcb6","0",0
"2794","1","SVcb7","0",0
"2795","2","SVcb7","0",0
"2796","3","SVcb7","0",0
"2797","4","SVcb7","0",0
"2798","5","SVcb7","0",0
"2799","6","SVcb7","0",0
"2800","7","SVcb7","0",0
"2801","1","SVcb8","0",0
"2802","2","SVcb8","0",0
"2803","3","SVcb8","0",0
"2804","4","SVcb8","0",0
"2805","5","SVcb8","0",0
"2806","6","SVcb8","0",0
"2807","7","SVcb8","0",0
"2808","1","SVcb9","0",0
"2809","2","SVcb9","0",0
"2810","3","SVcb9","0",0
"2811","4","SVcb9","0",0
"2812","5","SVcb9","0",0
"2813","6","SVcb9","0",0
"2814","7","SVcb9","0",0
"2815","1","SVk1","0",0
"2816","2","SVk1","0",0
"2817","3","SVk1","0",0
"2818","4","SVk1","0",0
"2819","5","SVk1","0",0
"2820","6","SVk1","0",0
"2821","7","SVk1","0",0
"2822","1","SVk10","0",0
"2823","2","SVk10","0",0
"2824","3","SVk10","0",0
"2825","4","SVk10","0",0
"2826","5","SVk10","0",0
"2827","6","SVk10","0",0
"2828","7","SVk10","0",0
"2829","1","SVk11","0",0
"2830","2","SVk11","0",0
"2831","3","SVk11","0",0
"2832","4","SVk11","0",0
"2833","5","SVk11","0",0
"2834","6","SVk11","0",0
"2835","7","SVk11","0",0
"2836","1","SVk12","0",0
"2837","2","SVk12","0",0
"2838","3","SVk12","0",0
"2839","4","SVk12","0",0
"2840","5","SVk12","0",0
"2841","6","SVk12","0",0
"2842","7","SVk12","0",0
"2843","1","SVk13","0",0
"2844","2","SVk13","0",0
"2845","3","SVk13","0",0
"2846","4","SVk13","0",0
"2847","5","SVk13","0",0
"2848","6","SVk13","0",0
"2849","7","SVk13","0",0
"2850","1","SVk14","0",0
"2851","2","SVk14","0",0
"2852","3","SVk14","0",0
"2853","4","SVk14","0",0
"2854","5","SVk14","0",0
"2855","6","SVk14","0",0
"2856","7","SVk14","0",0
"2857","1","SVk15","0",0
"2858","2","SVk15","0",0
"2859","3","SVk15","0",0
"2860","4","SVk15","0",0
"2861","5","SVk15","0",0
"2862","6","SVk15","0",0
"2863","7","SVk15","0",0
"2864","1","SVk16","0",0
"2865","2","SVk16","0",0
"2866","3","SVk16","0",0
"2867","4","SVk16","0",0
"2868","5","SVk16","0",0
"2869","6","SVk16","0",0
"2870","7","SVk16","0",0
"2871","1","SVk17","0",0
"2872","2","SVk17","0",0
"2873","3","SVk17","0",0
"2874","4","SVk17","0",0
"2875","5","SVk17","0",0
"2876","6","SVk17","0",0
"2877","7","SVk17","0",0
"2878","1","SVk18","0",0
"2879","2","SVk18","0",0
"2880","3","SVk18","0",0
"2881","4","SVk18","0",0
"2882","5","SVk18","0",0
"2883","6","SVk18","0",0
"2884","7","SVk18","0",0
"2885","1","SVk2","0",0
"2886","2","SVk2","0",0
"2887","3","SVk2","0",0
"2888","4","SVk2","0",0
"2889","5","SVk2","0",0
"2890","6","SVk2","0",0
"2891","7","SVk2","0",0
"2892","1","SVk3","0",0
"2893","2","SVk3","0",0
"2894","3","SVk3","0",0
"2895","4","SVk3","0",0
"2896","5","SVk3","0",0
"2897","6","SVk3","0",0
"2898","7","SVk3","0",0
"2899","1","SVk4","0",0
"2900","2","SVk4","0",0
"2901","3","SVk4","0",0
"2902","4","SVk4","0",0
"2903","5","SVk4","0",0
"2904","6","SVk4","0",0
"2905","7","SVk4","0",0
"2906","1","SVk5","0",0
"2907","2","SVk5","0",0
"2908","3","SVk5","0",0
"2909","4","SVk5","0",0
"2910","5","SVk5","0",0
"2911","6","SVk5","0",0
"2912","7","SVk5","0",0
"2913","1","SVk6","0",0
"2914","2","SVk6","0",0
"2915","3","SVk6","0",0
"2916","4","SVk6","0",0
"2917","5","SVk6","0",0
"2918","6","SVk6","0",0
"2919","7","SVk6","0",0
"2920","1","SVk7","0",0
"2921","2","SVk7","0",0
"2922","3","SVk7","0",0
"2923","4","SVk7","0",0
"2924","5","SVk7","0",0
"2925","6","SVk7","0",0
"2926","7","SVk7","0",0
"2927","1","SVk8","0",0
"2928","2","SVk8","0",0
"2929","3","SVk8","0",0
"2930","4","SVk8","0",0
"2931","5","SVk8","0",0
"2932","6","SVk8","0",0
"2933","7","SVk8","0",0
"2934","1","SVk9","0",0
"2935","2","SVk9","0",0
"2936","3","SVk9","0",0
"2937","4","SVk9","0",0
"2938","5","SVk9","0",0
"2939","6","SVk9","0",0
"2940","7","SVk9","0",0
"2941","1","SVkd1","0",0
"2942","2","SVkd1","0",0
"2943","3","SVkd1","0",0
"2944","4","SVkd1","0",0
"2945","5","SVkd1","0",0
"2946","6","SVkd1","0",0
"2947","7","SVkd1","0",0
"2948","1","SVkd2","0",0
"2949","2","SVkd2","0",0
"2950","3","SVkd2","0",0
"2951","4","SVkd2","0",0
"2952","5","SVkd2","0",0
"2953","6","SVkd2","0",0
"2954","7","SVkd2","0",0
"2955","1","SVkd3","0",0
"2956","2","SVkd3","0",0
"2957","3","SVkd3","0",0
"2958","4","SVkd3","0",0
"2959","5","SVkd3","0",0
"2960","6","SVkd3","0",0
"2961","7","SVkd3","0",0
"2962","1","SVkd4","0",0
"2963","2","SVkd4","0",0
"2964","3","SVkd4","0",0
"2965","4","SVkd4","0",0
"2966","5","SVkd4","0",0
"2967","6","SVkd4","0",0
"2968","7","SVkd4","0",0
"2969","1","SVl1","0",0
"2970","2","SVl1","0",0
"2971","3","SVl1","0",0
"2972","4","SVl1","0",0
"2973","5","SVl1","0",0
"2974","6","SVl1","0",0
"2975","7","SVl1","0",0
"2976","1","SVl10","0",0
"2977","2","SVl10","0",0
"2978","3","SVl10","0",0
"2979","4","SVl10","0",0
"2980","5","SVl10","0",0
"2981","6","SVl10","0",0
"2982","7","SVl10","0",0
"2983","1","SVl11","0",0
"2984","2","SVl11","0",0
"2985","3","SVl11","0",0
"2986","4","SVl11","0",0
"2987","5","SVl11","0",0
"2988","6","SVl11","0",0
"2989","7","SVl11","0",0
"2990","1","SVl12","0",0
"2991","2","SVl12","0",0
"2992","3","SVl12","0",0
"2993","4","SVl12","0",0
"2994","5","SVl12","0",0
"2995","6","SVl12","0",0
"2996","7","SVl12","0",0
"2997","1","SVl13","0",0
"2998","2","SVl13","0",0
"2999","3","SVl13","0",0
"3000","4","SVl13","0",0
"3001","5","SVl13","0",0
"3002","6","SVl13","0",0
"3003","7","SVl13","0",0
"3004","1","SVl14","0",0
"3005","2","SVl14","0",0
"3006","3","SVl14","0",0
"3007","4","SVl14","0",0
"3008","5","SVl14","0",0
"3009","6","SVl14","0",0
"3010","7","SVl14","0",0
"3011","1","SVl15","0",0
"3012","2","SVl15","0",0
"3013","3","SVl15","0",0
"3014","4","SVl15","0",0
"3015","5","SVl15","0",0
"3016","6","SVl15","0",0
"3017","7","SVl15","0",0
"3018","1","SVl16","0",0
"3019","2","SVl16","0",0
"3020","3","SVl16","0",0
"3021","4","SVl16","0",0
"3022","5","SVl16","0",0
"3023","6","SVl16","0",0
"3024","7","SVl16","0",0
"3025","1","SVl17","0",0
"3026","2","SVl17","0",0
"3027","3","SVl17","0",0
"3028","4","SVl17","0",0
"3029","5","SVl17","0",0
"3030","6","SVl17","0",0
"3031","7","SVl17","0",0
"3032","1","SVl18","0",0
"3033","2","SVl18","0",0
"3034","3","SVl18","0",0
"3035","4","SVl18","0",0
"3036","5","SVl18","0",0
"3037","6","SVl18","0",0
"3038","7","SVl18","0",0
"3039","1","SVl19","0",0
"3040","2","SVl19","0",0
"3041","3","SVl19","0",0
"3042","4","SVl19","0",0
"3043","5","SVl19","0",0
"3044","6","SVl19","0",0
"3045","7","SVl19","0",0
"3046","1","SVl2","0",0
"3047","2","SVl2","0",0
"3048","3","SVl2","0",0
"3049","4","SVl2","0",0
"3050","5","SVl2","0",0
"3051","6","SVl2","0",0
"3052","7","SVl2","0",0
"3053","1","SVl20","0",0
"3054","2","SVl20","0",0
"3055","3","SVl20","0",0
"3056","4","SVl20","0",0
"3057","5","SVl20","0",0
"3058","6","SVl20","0",0
"3059","7","SVl20","0",0
"3060","1","SVl21","0",0
"3061","2","SVl21","0",0
"3062","3","SVl21","0",0
"3063","4","SVl21","0",0
"3064","5","SVl21","0",0
"3065","6","SVl21","0",0
"3066","7","SVl21","0",0
"3067","1","SVl22","0",0
"3068","2","SVl22","0",0
"3069","3","SVl22","0",0
"3070","4","SVl22","0",0
"3071","5","SVl22","0",0
"3072","6","SVl22","0",0
"3073","7","SVl22","0",0
"3074","1","SVl23","0",0
"3075","2","SVl23","0",0
"3076","3","SVl23","0",0
"3077","4","SVl23","0",0
"3078","5","SVl23","0",0
"3079","6","SVl23","0",0
"3080","7","SVl23","0",0
"3081","1","SVl24","0",0
"3082","2","SVl24","0",0
"3083","3","SVl24","0",0
"3084","4","SVl24","0",0
"3085","5","SVl24","0",0
"3086","6","SVl24","0",0
"3087","7","SVl24","0",0
"3088","1","SVl25","0",0
"3089","2","SVl25","0",0
"3090","3","SVl25","0",0
"3091","4","SVl25","0",0
"3092","5","SVl25","0",0
"3093","6","SVl25","0",0
"3094","7","SVl25","0",0
"3095","1","SVl26","0",0
"3096","2","SVl26","0",0
"3097","3","SVl26","0",0
"3098","4","SVl26","0",0
"3099","5","SVl26","0",0
"3100","6","SVl26","0",0
"3101","7","SVl26","0",0
"3102","1","SVl27","0",0
"3103","2","SVl27","0",0
"3104","3","SVl27","0",0
"3105","4","SVl27","0",0
"3106","5","SVl27","0",0
"3107","6","SVl27","0",0
"3108","7","SVl27","0",0
"3109","1","SVl3","0",0
"3110","2","SVl3","0",0
"3111","3","SVl3","0",0
"3112","4","SVl3","0",0
"3113","5","SVl3","0",0
"3114","6","SVl3","0",0
"3115","7","SVl3","0",0
"3116","1","SVl4","0",0
"3117","2","SVl4","0",0
"3118","3","SVl4","0",0
"3119","4","SVl4","0",0
"3120","5","SVl4","0",0
"3121","6","SVl4","0",0
"3122","7","SVl4","0",0
"3123","1","SVl5","0",0
"3124","2","SVl5","0",0
"3125","3","SVl5","0",0
"3126","4","SVl5","0",0
"3127","5","SVl5","0",0
"3128","6","SVl5","0",0
"3129","7","SVl5","0",0
"3130","1","SVl6","0",0
"3131","2","SVl6","0",0
"3132","3","SVl6","0",0
"3133","4","SVl6","0",0
"3134","5","SVl6","0",0
"3135","6","SVl6","0",0
"3136","7","SVl6","0",0
"3137","1","SVl7","0",0
"3138","2","SVl7","0",0
"3139","3","SVl7","0",0
"3140","4","SVl7","0",0
"3141","5","SVl7","0",0
"3142","6","SVl7","0",0
"3143","7","SVl7","0",0
"3144","1","SVl8","0",0
"3145","2","SVl8","0",0
"3146","3","SVl8","0",0
"3147","4","SVl8","0",0
"3148","5","SVl8","0",0
"3149","6","SVl8","0",0
"3150","7","SVl8","0",0
"3151","1","SVl9","0",0
"3152","2","SVl9","0",0
"3153","3","SVl9","0",0
"3154","4","SVl9","0",0
"3155","5","SVl9","0",0
"3156","6","SVl9","0",0
"3157","7","SVl9","0",0
"3158","1","SVmp1","0",0
"3159","2","SVmp1","0",0
"3160","3","SVmp1","0",0
"3161","4","SVmp1","0",0
"3162","5","SVmp1","0",0
"3163","6","SVmp1","0",0
"3164","7","SVmp1","0",0
"3165","1","SVmp2","0",0
"3166","2","SVmp2","0",0
"3167","3","SVmp2","0",0
"3168","4","SVmp2","0",0
"3169","5","SVmp2","0",0
"3170","6","SVmp2","0",0
"3171","7","SVmp2","0",0
"3172","1","SVmp3","0",0
"3173","2","SVmp3","0",0
"3174","3","SVmp3","0",0
"3175","4","SVmp3","0",0
"3176","5","SVmp3","0",0
"3177","6","SVmp3","0",0
"3178","7","SVmp3","0",0
"3179","1","SVmp4","0",0
"3180","2","SVmp4","0",0
"3181","3","SVmp4","0",0
"3182","4","SVmp4","0",0
"3183","5","SVmp4","0",0
"3184","6","SVmp4","0",0
"3185","7","SVmp4","0",0
"3186","1","SVmp5","0",0
"3187","2","SVmp5","0",0
"3188","3","SVmp5","0",0
"3189","4","SVmp5","0",0
"3190","5","SVmp5","0",0
"3191","6","SVmp5","0",0
"3192","7","SVmp5","0",0
"3193","1","SVmp6","0",0
"3194","2","SVmp6","0",0
"3195","3","SVmp6","0",0
"3196","4","SVmp6","0",0
"3197","5","SVmp6","0",0
"3198","6","SVmp6","0",0
"3199","7","SVmp6","0",0
"3200","1","SVmp7","0",0
"3201","2","SVmp7","0",0
"3202","3","SVmp7","0",0
"3203","4","SVmp7","0",0
"3204","5","SVmp7","0",0
"3205","6","SVmp7","0",0
"3206","7","SVmp7","0",0
"3207","1","SVmp8","0",0
"3208","2","SVmp8","0",0
"3209","3","SVmp8","0",0
"3210","4","SVmp8","0",0
"3211","5","SVmp8","0",0
"3212","6","SVmp8","0",0
"3213","7","SVmp8","0",0
"3214","1","SVs1","0",0
"3215","2","SVs1","0",0
"3216","3","SVs1","0",0
"3217","4","SVs1","0",0
"3218","5","SVs1","0",0
"3219","6","SVs1","0",0
"3220","7","SVs1","0",0
"3221","1","SVs2","0",0
"3222","2","SVs2","0",0
"3223","3","SVs2","0",0
"3224","4","SVs2","0",0
"3225","5","SVs2","0",0
"3226","6","SVs2","0",0
"3227","7","SVs2","0",0
"3228","1","SVs3","0",0
"3229","2","SVs3","0",0
"3230","3","SVs3","0",0
"3231","4","SVs3","0",0
"3232","5","SVs3","0",0
"3233","6","SVs3","0",0
"3234","7","SVs3","0",0
"3235","1","SVs4","0",0
"3236","2","SVs4","0",0
"3237","3","SVs4","0",0
"3238","4","SVs4","0",0
"3239","5","SVs4","0",0
"3240","6","SVs4","0",0
"3241","7","SVs4","0",0
"3242","1","SVs5","0",0
"3243","2","SVs5","0",0
"3244","3","SVs5","0",0
"3245","4","SVs5","0",0
"3246","5","SVs5","0",0
"3247","6","SVs5","0",0
"3248","7","SVs5","0",0
"3249","1","SVs6","0",4781021
"3250","2","SVs6","0",486726
"3251","3","SVs6","0",1627
"3252","4","SVs6","0",181929
"3253","5","SVs6","0",212413
"3254","6","SVs6","0",9
"3255","7","SVs6","0",11108
"3256","1","SVs7","0",8648768
"3257","2","SVs7","0",1065969
"3258","3","SVs7","0",28383
"3259","4","SVs7","0",833792
"3260","5","SVs7","0",1369293
"3261","6","SVs7","0",5655
"3262","7","SVs7","0",145547
"3263","1","SVs8","0",2121701
"3264","2","SVs8","0",421508
"3265","3","SVs8","0",4072
"3266","4","SVs8","0",395533
"3267","5","SVs8","0",817604
"3268","6","SVs8","0",3390
"3269","7","SVs8","0",55602
"3270","1","AT15","8",20
"3271","2","AT15","8",0
"3272","3","AT15","8",0
"3273","4","AT15","8",0
"3274","5","AT15","8",0
"3275","6","AT15","8",0
"3276","7","AT15","8",0
"3277","1","AT16","8",0
"3278","2","AT16","8",0
"3279","3","AT16","8",0
"3280","4","AT16","8",0
"3281","5","AT16","8",0
"3282","6","AT16","8",0
"3283","7","AT16","8",0
"3284","1","AT17","8",48593
"3285","2","AT17","8",1255
"3286","3","AT17","8",15
"3287","4","AT17","8",161
"3288","5","AT17","8",771
"3289","6","AT17","8",8
"3290","7","AT17","8",15
"3291","1","AT18","8",480697
"3292","2","AT18","8",2601
"3293","3","AT18","8",50
"3294","4","AT18","8",1310
"3295","5","AT18","8",1225
"3296","6","AT18","8",14
"3297","7","AT18","8",12
"3298","1","AT19","8",504116
"3299","2","AT19","8",1024
"3300","3","AT19","8",452
"3301","4","AT19","8",897
"3302","5","AT19","8",278
"3303","6","AT19","8",1
"3304","7","AT19","8",0
"3305","1","AT20","8",0
"3306","2","AT20","8",0
"3307","3","AT20","8",0
"3308","4","AT20","8",0
"3309","5","AT20","8",0
"3310","6","AT20","8",0
"3311","7","AT20","8",0
"3312","1","AT21","8",88
"3313","2","AT21","8",2
"3314","3","AT21","8",0
"3315","4","AT21","8",2
"3316","5","AT21","8",0
"3317","6","AT21","8",0
"3318","7","AT21","8",0
"3319","1","AT22","8",24156
"3320","2","AT22","8",1079
"3321","3","AT22","8",25
"3322","4","AT22","8",621
"3323","5","AT22","8",414
"3324","6","AT22","8",3
"3325","7","AT22","8",1
"3326","1","AT23","8",574
"3327","2","AT23","8",5
"3328","3","AT23","8",0
"3329","4","AT23","8",0
"3330","5","AT23","8",9
"3331","6","AT23","8",0
"3332","7","AT23","8",0
"3333","1","AT24","8",3876
"3334","2","AT24","8",16
"3335","3","AT24","8",0
"3336","4","AT24","8",4
"3337","5","AT24","8",0
"3338","6","AT24","8",0
"3339","7","AT24","8",0
"3340","1","AT25","8",8434
"3341","2","AT25","8",72
"3342","3","AT25","8",1
"3343","4","AT25","8",15
"3344","5","AT25","8",0
"3345","6","AT25","8",0
"3346","7","AT25","8",0
"3347","1","AT26","8",1
"3348","2","AT26","8",0
"3349","3","AT26","8",0
"3350","4","AT26","8",0
"3351","5","AT26","8",0
"3352","6","AT26","8",0
"3353","7","AT26","8",0
"3354","1","AT27","8",1031715
"3355","2","AT27","8",1228
"3356","3","AT27","8",84
"3357","4","AT27","8",1382
"3358","5","AT27","8",837
"3359","6","AT27","8",78
"3360","7","AT27","8",0
"3361","1","AT28","8",489928
"3362","2","AT28","8",4967
"3363","3","AT28","8",149
"3364","4","AT28","8",1404
"3365","5","AT28","8",1599
"3366","6","AT28","8",14
"3367","7","AT28","8",405
"3368","1","AT29","8",837081
"3369","2","AT29","8",1839
"3370","3","AT29","8",123
"3371","4","AT29","8",1327
"3372","5","AT29","8",396
"3373","6","AT29","8",415
"3374","7","AT29","8",0
"3375","1","AT30","8",199356
"3376","2","AT30","8",631
"3377","3","AT30","8",73
"3378","4","AT30","8",549
"3379","5","AT30","8",994
"3380","6","AT30","8",0
"3381","7","AT30","8",0
"3382","1","AT31","8",9136
"3383","2","AT31","8",318
"3384","3","AT31","8",0
"3385","4","AT31","8",67
"3386","5","AT31","8",24
"3387","6","AT31","8",0
"3388","7","AT31","8",0
"3389","1","AT32","8",3369894
"3390","2","AT32","8",14632
"3391","3","AT32","8",1507
"3392","4","AT32","8",8056
"3393","5","AT32","8",8168
"3394","6","AT32","8",44
"3395","7","AT32","8",754
"3396","1","AT33","8",303710
"3397","2","AT33","8",315
"3398","3","AT33","8",40
"3399","4","AT33","8",429
"3400","5","AT33","8",401
"3401","6","AT33","8",0
"3402","7","AT33","8",0
"3403","1","AT34","8",108762
"3404","2","AT34","8",397
"3405","3","AT34","8",5
"3406","4","AT34","8",344
"3407","5","AT34","8",992
"3408","6","AT34","8",87
"3409","7","AT34","8",0
"3410","1","AT35","8",8
"3411","2","AT35","8",0
"3412","3","AT35","8",0
"3413","4","AT35","8",0
"3414","5","AT35","8",0
"3415","6","AT35","8",0
"3416","7","AT35","8",0
"3417","1","AT36","8",837
"3418","2","AT36","8",23
"3419","3","AT36","8",0
"3420","4","AT36","8",132
"3421","5","AT36","8",0
"3422","6","AT36","8",0
"3423","7","AT36","8",0
"3424","1","AT37","8",4186
"3425","2","AT37","8",91
"3426","3","AT37","8",1
"3427","4","AT37","8",49
"3428","5","AT37","8",717
"3429","6","AT37","8",0
"3430","7","AT37","8",0
"3431","1","AT38","8",753
"3432","2","AT38","8",10
"3433","3","AT38","8",0
"3434","4","AT38","8",4
"3435","5","AT38","8",4
"3436","6","AT38","8",0
"3437","7","AT38","8",3
"3438","1","AT39","8",441
"3439","2","AT39","8",3
"3440","3","AT39","8",0
"3441","4","AT39","8",2
"3442","5","AT39","8",0
"3443","6","AT39","8",0
"3444","7","AT39","8",0
"3445","1","AT40","8",0
"3446","2","AT40","8",0
"3447","3","AT40","8",0
"3448","4","AT40","8",0
"3449","5","AT40","8",0
"3450","6","AT40","8",0
"3451","7","AT40","8",0
"3452","1","AT41","8",4898
"3453","2","AT41","8",2
"3454","3","AT41","8",0
"3455","4","AT41","8",6
"3456","5","AT41","8",0
"3457","6","AT41","8",0
"3458","7","AT41","8",0
"3459","1","AT42","8",148
"3460","2","AT42","8",3
"3461","3","AT42","8",0
"3462","4","AT42","8",0
"3463","5","AT42","8",25
"3464","6","AT42","8",0
"3465","7","AT42","8",0
"3466","1","AT43","8",2
"3467","2","AT43","8",0
"3468","3","AT43","8",0
"3469","4","AT43","8",0
"3470","5","AT43","8",0
"3471","6","AT43","8",0
"3472","7","AT43","8",0
"3473","1","AT44","8",121
"3474","2","AT44","8",1
"3475","3","AT44","8",0
"3476","4","AT44","8",4
"3477","5","AT44","8",0
"3478","6","AT44","8",0
"3479","7","AT44","8",0
"3480","1","AT45","8",392
"3481","2","AT45","8",3
"3482","3","AT45","8",0
"3483","4","AT45","8",2
"3484","5","AT45","8",7
"3485","6","AT45","8",0
"3486","7","AT45","8",0
"3487","1","AT46","8",698
"3488","2","AT46","8",3
"3489","3","AT46","8",0
"3490","4","AT46","8",1
"3491","5","AT46","8",23
"3492","6","AT46","8",0
"3493","7","AT46","8",0
"3494","1","AT47","8",52543
"3495","2","AT47","8",89
"3496","3","AT47","8",11
"3497","4","AT47","8",168
"3498","5","AT47","8",113
"3499","6","AT47","8",0
"3500","7","AT47","8",0
"3501","1","AT48","8",0
"3502","2","AT48","8",0
"3503","3","AT48","8",0
"3504","4","AT48","8",0
"3505","5","AT48","8",0
"3506","6","AT48","8",0
"3507","7","AT48","8",0
"3508","1","AT49","8",9924259
"3509","2","AT49","8",20634
"3510","3","AT49","8",2110
"3511","4","AT49","8",30596
"3512","5","AT49","8",13072
"3513","6","AT49","8",615
"3514","7","AT49","8",25
"3515","1","AT50","8",67806
"3516","2","AT50","8",1012
"3517","3","AT50","8",9
"3518","4","AT50","8",385
"3519","5","AT50","8",312
"3520","6","AT50","8",18
"3521","7","AT50","8",12
"3522","1","AT51","8",995417
"3523","2","AT51","8",5055
"3524","3","AT51","8",414
"3525","4","AT51","8",5596
"3526","5","AT51","8",6579
"3527","6","AT51","8",245
"3528","7","AT51","8",40
"3529","1","AT52","8",0
"3530","2","AT52","8",0
"3531","3","AT52","8",0
"3532","4","AT52","8",0
"3533","5","AT52","8",0
"3534","6","AT52","8",0
"3535","7","AT52","8",0
"3536","1","AT53","8",0
"3537","2","AT53","8",0
"3538","3","AT53","8",0
"3539","4","AT53","8",0
"3540","5","AT53","8",0
"3541","6","AT53","8",0
"3542","7","AT53","8",0
"3543","1","AT54","8",0
"3544","2","AT54","8",0
"3545","3","AT54","8",0
"3546","4","AT54","8",0
"3547","5","AT54","8",0
"3548","6","AT54","8",0
"3549","7","AT54","8",0
"3550","1","AT55","8",0
"3551","2","AT55","8",0
"3552","3","AT55","8",0
"3553","4","AT55","8",0
"3554","5","AT55","8",0
"3555","6","AT55","8",0
"3556","7","AT55","8",0
"3557","1","AT56","8",11
"3558","2","AT56","8",0
"3559","3","AT56","8",0
"3560","4","AT56","8",0
"3561","5","AT56","8",0
"3562","6","AT56","8",0
"3563","7","AT56","8",0
"3564","1","AT57","8",6819
"3565","2","AT57","8",128
"3566","3","AT57","8",0
"3567","4","AT57","8",235
"3568","5","AT57","8",11
"3569","6","AT57","8",0
"3570","7","AT57","8",0
"3571","1","AT58","8",5061
"3572","2","AT58","8",3
"3573","3","AT58","8",0
"3574","4","AT58","8",10
"3575","5","AT58","8",0
"3576","6","AT58","8",0
"3577","7","AT58","8",0
"3578","1","AZa1","8",0
"3579","2","AZa1","8",0
"3580","3","AZa1","8",0
"3581","4","AZa1","8",0
"3582","5","AZa1","8",0
"3583","6","AZa1","8",0
"3584","7","AZa1","8",0
"3585","1","AZa2","8",5776
"3586","2","AZa2","8",105
"3587","3","AZa2","8",1
"3588","4","AZa2","8",25
"3589","5","AZa2","8",613
"3590","6","AZa2","8",0
"3591","7","AZa2","8",0
"3592","1","AZa3","8",0
"3593","2","AZa3","8",0
"3594","3","AZa3","8",0
"3595","4","AZa3","8",0
"3596","5","AZa3","8",0
"3597","6","AZa3","8",0
"3598","7","AZa3","8",0
"3599","1","AZa4","8",0
"3600","2","AZa4","8",0
"3601","3","AZa4","8",0
"3602","4","AZa4","8",0
"3603","5","AZa4","8",0
"3604","6","AZa4","8",0
"3605","7","AZa4","8",0
"3606","1","AZa5","8",0
"3607","2","AZa5","8",0
"3608","3","AZa5","8",0
"3609","4","AZa5","8",0
"3610","5","AZa5","8",0
"3611","6","AZa5","8",0
"3612","7","AZa5","8",0
"3613","1","AZa6","8",7375
"3614","2","AZa6","8",63
"3615","3","AZa6","8",0
"3616","4","AZa6","8",27
"3617","5","AZa6","8",12
"3618","6","AZa6","8",0
"3619","7","AZa6","8",4
"3620","1","AZa7","8",0
"3621","2","AZa7","8",0
"3622","3","AZa7","8",0
"3623","4","AZa7","8",0
"3624","5","AZa7","8",0
"3625","6","AZa7","8",0
