"","nlc2022_7class","T_MAPCODE","littlekaroo_deg2","easternlittlekaroo_deg2","n"
"4987","3","Gh9","8","0",0
"4988","4","Gh9","8","0",0
"4989","5","Gh9","8","0",0
"4990","6","Gh9","8","0",0
"4991","7","Gh9","8","0",0
"4992","1","Gm1","8","0",0
"4993","2","Gm1","8","0",0
"4994","3","Gm1","8","0",0
"4995","4","Gm1","8","0",0
"4996","5","Gm1","8","0",0
"4997","6","Gm1","8","0",0
"4998","7","Gm1","8","0",0
"4999","1","Gm10","8","0",0
"5000","2","Gm10","8","0",0
"5001","3","Gm10","8","0",0
"5002","4","Gm10","8","0",0
"5003","5","Gm10","8","0",0
"5004","6","Gm10","8","0",0
"5005","7","Gm10","8","0",0
"5006","1","Gm11","8","0",0
"5007","2","Gm11","8","0",0
"5008","3","Gm11","8","0",0
"5009","4","Gm11","8","0",0
"5010","5","Gm11","8","0",0
"5011","6","Gm11","8","0",0
"5012","7","Gm11","8","0",0
"5013","1","Gm12","8","0",0
"5014","2","Gm12","8","0",0
"5015","3","Gm12","8","0",0
"5016","4","Gm12","8","0",0
"5017","5","Gm12","8","0",0
"5018","6","Gm12","8","0",0
"5019","7","Gm12","8","0",0
"5020","1","Gm13","8","0",0
"5021","2","Gm13","8","0",0
"5022","3","Gm13","8","0",0
"5023","4","Gm13","8","0",0
"5024","5","Gm13","8","0",0
"5025","6","Gm13","8","0",0
"5026","7","Gm13","8","0",0
"5027","1","Gm14","8","0",0
"5028","2","Gm14","8","0",0
"5029","3","Gm14","8","0",0
"5030","4","Gm14","8","0",0
"5031","5","Gm14","8","0",0
"5032","6","Gm14","8","0",0
"5033","7","Gm14","8","0",0
"5034","1","Gm15","8","0",0
"5035","2","Gm15","8","0",0
"5036","3","Gm15","8","0",0
"5037","4","Gm15","8","0",0
"5038","5","Gm15","8","0",0
"5039","6","Gm15","8","0",0
"5040","7","Gm15","8","0",0
"5041","1","Gm16","8","0",0
"5042","2","Gm16","8","0",0
"5043","3","Gm16","8","0",0
"5044","4","Gm16","8","0",0
"5045","5","Gm16","8","0",0
"5046","6","Gm16","8","0",0
"5047","7","Gm16","8","0",0
"5048","1","Gm17","8","0",0
"5049","2","Gm17","8","0",0
"5050","3","Gm17","8","0",0
"5051","4","Gm17","8","0",0
"5052","5","Gm17","8","0",0
"5053","6","Gm17","8","0",0
"5054","7","Gm17","8","0",0
"5055","1","Gm19","8","0",0
"5056","2","Gm19","8","0",0
"5057","3","Gm19","8","0",0
"5058","4","Gm19","8","0",0
"5059","5","Gm19","8","0",0
"5060","6","Gm19","8","0",0
"5061","7","Gm19","8","0",0
"5062","1","Gm2","8","0",0
"5063","2","Gm2","8","0",0
"5064","3","Gm2","8","0",0
"5065","4","Gm2","8","0",0
"5066","5","Gm2","8","0",0
"5067","6","Gm2","8","0",0
"5068","7","Gm2","8","0",0
"5069","1","Gm20","8","0",0
"5070","2","Gm20","8","0",0
"5071","3","Gm20","8","0",0
"5072","4","Gm20","8","0",0
"5073","5","Gm20","8","0",0
"5074","6","Gm20","8","0",0
"5075","7","Gm20","8","0",0
"5076","1","Gm21","8","0",0
"5077","2","Gm21","8","0",0
"5078","3","Gm21","8","0",0
"5079","4","Gm21","8","0",0
"5080","5","Gm21","8","0",0
"5081","6","Gm21","8","0",0
"5082","7","Gm21","8","0",0
"5083","1","Gm22","8","0",0
"5084","2","Gm22","8","0",0
"5085","3","Gm22","8","0",0
"5086","4","Gm22","8","0",0
"5087","5","Gm22","8","0",0
"5088","6","Gm22","8","0",0
"5089","7","Gm22","8","0",0
"5090","1","Gm23","8","0",0
"5091","2","Gm23","8","0",0
"5092","3","Gm23","8","0",0
"5093","4","Gm23","8","0",0
"5094","5","Gm23","8","0",0
"5095","6","Gm23","8","0",0
"5096","7","Gm23","8","0",0
"5097","1","Gm24","8","0",0
"5098","2","Gm24","8","0",0
"5099","3","Gm24","8","0",0
"5100","4","Gm24","8","0",0
"5101","5","Gm24","8","0",0
"5102","6","Gm24","8","0",0
"5103","7","Gm24","8","0",0
"5104","1","Gm25","8","0",0
"5105","2","Gm25","8","0",0
"5106","3","Gm25","8","0",0
"5107","4","Gm25","8","0",0
"5108","5","Gm25","8","0",0
"5109","6","Gm25","8","0",0
"5110","7","Gm25","8","0",0
"5111","1","Gm26","8","0",0
"5112","2","Gm26","8","0",0
"5113","3","Gm26","8","0",0
"5114","4","Gm26","8","0",0
"5115","5","Gm26","8","0",0
"5116","6","Gm26","8","0",0
"5117","7","Gm26","8","0",0
"5118","1","Gm27","8","0",0
"5119","2","Gm27","8","0",0
"5120","3","Gm27","8","0",0
"5121","4","Gm27","8","0",0
"5122","5","Gm27","8","0",0
"5123","6","Gm27","8","0",0
"5124","7","Gm27","8","0",0
"5125","1","Gm28","8","0",0
"5126","2","Gm28","8","0",0
"5127","3","Gm28","8","0",0
"5128","4","Gm28","8","0",0
"5129","5","Gm28","8","0",0
"5130","6","Gm28","8","0",0
"5131","7","Gm28","8","0",0
"5132","1","Gm29","8","0",0
"5133","2","Gm29","8","0",0
"5134","3","Gm29","8","0",0
"5135","4","Gm29","8","0",0
"5136","5","Gm29","8","0",0
"5137","6","Gm29","8","0",0
"5138","7","Gm29","8","0",0
"5139","1","Gm3","8","0",0
"5140","2","Gm3","8","0",0
"5141","3","Gm3","8","0",0
"5142","4","Gm3","8","0",0
"5143","5","Gm3","8","0",0
"5144","6","Gm3","8","0",0
"5145","7","Gm3","8","0",0
"5146","1","Gm30","8","0",0
"5147","2","Gm30","8","0",0
"5148","3","Gm30","8","0",0
"5149","4","Gm30","8","0",0
"5150","5","Gm30","8","0",0
"5151","6","Gm30","8","0",0
"5152","7","Gm30","8","0",0
"5153","1","Gm31","8","0",0
"5154","2","Gm31","8","0",0
"5155","3","Gm31","8","0",0
"5156","4","Gm31","8","0",0
"5157","5","Gm31","8","0",0
"5158","6","Gm31","8","0",0
"5159","7","Gm31","8","0",0
"5160","1","Gm4","8","0",0
"5161","2","Gm4","8","0",0
"5162","3","Gm4","8","0",0
"5163","4","Gm4","8","0",0
"5164","5","Gm4","8","0",0
"5165","6","Gm4","8","0",0
"5166","7","Gm4","8","0",0
"5167","1","Gm5","8","0",0
"5168","2","Gm5","8","0",0
"5169","3","Gm5","8","0",0
"5170","4","Gm5","8","0",0
"5171","5","Gm5","8","0",0
"5172","6","Gm5","8","0",0
"5173","7","Gm5","8","0",0
"5174","1","Gm6","8","0",0
"5175","2","Gm6","8","0",0
"5176","3","Gm6","8","0",0
"5177","4","Gm6","8","0",0
"5178","5","Gm6","8","0",0
"5179","6","Gm6","8","0",0
"5180","7","Gm6","8","0",0
"5181","1","Gm7","8","0",0
"5182","2","Gm7","8","0",0
"5183","3","Gm7","8","0",0
"5184","4","Gm7","8","0",0
"5185","5","Gm7","8","0",0
"5186","6","Gm7","8","0",0
"5187","7","Gm7","8","0",0
"5188","1","Gm8","8","0",0
"5189","2","Gm8","8","0",0
"5190","3","Gm8","8","0",0
"5191","4","Gm8","8","0",0
"5192","5","Gm8","8","0",0
"5193","6","Gm8","8","0",0
"5194","7","Gm8","8","0",0
"5195","1","Gm9","8","0",0
"5196","2","Gm9","8","0",0
"5197","3","Gm9","8","0",0
"5198","4","Gm9","8","0",0
"5199","5","Gm9","8","0",0
"5200","6","Gm9","8","0",0
"5201","7","Gm9","8","0",0
"5202","1","Gs1","8","0",0
"5203","2","Gs1","8","0",0
"5204","3","Gs1","8","0",0
"5205","4","Gs1","8","0",0
"5206","5","Gs1","8","0",0
"5207","6","Gs1","8","0",0
"5208","7","Gs1","8","0",0
"5209","1","Gs10","8","0",0
"5210","2","Gs10","8","0",0
"5211","3","Gs10","8","0",0
"5212","4","Gs10","8","0",0
"5213","5","Gs10","8","0",0
"5214","6","Gs10","8","0",0
"5215","7","Gs10","8","0",0
"5216","1","Gs11","8","0",0
"5217","2","Gs11","8","0",0
"5218","3","Gs11","8","0",0
"5219","4","Gs11","8","0",0
"5220","5","Gs11","8","0",0
"5221","6","Gs11","8","0",0
"5222","7","Gs11","8","0",0
"5223","1","Gs12","8","0",0
"5224","2","Gs12","8","0",0
"5225","3","Gs12","8","0",0
"5226","4","Gs12","8","0",0
"5227","5","Gs12","8","0",0
"5228","6","Gs12","8","0",0
"5229","7","Gs12","8","0",0
"5230","1","Gs13","8","0",0
"5231","2","Gs13","8","0",0
"5232","3","Gs13","8","0",0
"5233","4","Gs13","8","0",0
"5234","5","Gs13","8","0",0
"5235","6","Gs13","8","0",0
"5236","7","Gs13","8","0",0
"5237","1","Gs14","8","0",0
"5238","2","Gs14","8","0",0
"5239","3","Gs14","8","0",0
"5240","4","Gs14","8","0",0
"5241","5","Gs14","8","0",0
"5242","6","Gs14","8","0",0
"5243","7","Gs14","8","0",0
"5244","1","Gs15","8","0",0
"5245","2","Gs15","8","0",0
"5246","3","Gs15","8","0",0
"5247","4","Gs15","8","0",0
"5248","5","Gs15","8","0",0
"5249","6","Gs15","8","0",0
"5250","7","Gs15","8","0",0
"5251","1","Gs16","8","0",0
"5252","2","Gs16","8","0",0
"5253","3","Gs16","8","0",0
"5254","4","Gs16","8","0",0
"5255","5","Gs16","8","0",0
"5256","6","Gs16","8","0",0
"5257","7","Gs16","8","0",0
"5258","1","Gs17","8","0",0
"5259","2","Gs17","8","0",0
"5260","3","Gs17","8","0",0
"5261","4","Gs17","8","0",0
"5262","5","Gs17","8","0",0
"5263","6","Gs17","8","0",0
"5264","7","Gs17","8","0",0
"5265","1","Gs18","8","0",0
"5266","2","Gs18","8","0",0
"5267","3","Gs18","8","0",0
"5268","4","Gs18","8","0",0
"5269","5","Gs18","8","0",0
"5270","6","Gs18","8","0",0
"5271","7","Gs18","8","0",0
"5272","1","Gs19","8","0",0
"5273","2","Gs19","8","0",0
"5274","3","Gs19","8","0",0
"5275","4","Gs19","8","0",0
"5276","5","Gs19","8","0",0
"5277","6","Gs19","8","0",0
"5278","7","Gs19","8","0",0
"5279","1","Gs2","8","0",0
"5280","2","Gs2","8","0",0
"5281","3","Gs2","8","0",0
"5282","4","Gs2","8","0",0
"5283","5","Gs2","8","0",0
"5284","6","Gs2","8","0",0
"5285","7","Gs2","8","0",0
"5286","1","Gs20","8","0",0
"5287","2","Gs20","8","0",0
"5288","3","Gs20","8","0",0
"5289","4","Gs20","8","0",0
"5290","5","Gs20","8","0",0
"5291","6","Gs20","8","0",0
"5292","7","Gs20","8","0",0
"5293","1","Gs3","8","0",0
"5294","2","Gs3","8","0",0
"5295","3","Gs3","8","0",0
"5296","4","Gs3","8","0",0
"5297","5","Gs3","8","0",0
"5298","6","Gs3","8","0",0
"5299","7","Gs3","8","0",0
"5300","1","Gs4","8","0",0
"5301","2","Gs4","8","0",0
"5302","3","Gs4","8","0",0
"5303","4","Gs4","8","0",0
"5304","5","Gs4","8","0",0
"5305","6","Gs4","8","0",0
"5306","7","Gs4","8","0",0
"5307","1","Gs6","8","0",0
"5308","2","Gs6","8","0",0
"5309","3","Gs6","8","0",0
"5310","4","Gs6","8","0",0
"5311","5","Gs6","8","0",0
"5312","6","Gs6","8","0",0
"5313","7","Gs6","8","0",0
"5314","1","Gs7","8","0",0
"5315","2","Gs7","8","0",0
"5316","3","Gs7","8","0",0
"5317","4","Gs7","8","0",0
"5318","5","Gs7","8","0",0
"5319","6","Gs7","8","0",0
"5320","7","Gs7","8","0",0
"5321","1","Gs8","8","0",0
"5322","2","Gs8","8","0",0
"5323","3","Gs8","8","0",0
"5324","4","Gs8","8","0",0
"5325","5","Gs8","8","0",0
"5326","6","Gs8","8","0",0
"5327","7","Gs8","8","0",0
"5328","1","Gs9","8","0",0
"5329","2","Gs9","8","0",0
"5330","3","Gs9","8","0",0
"5331","4","Gs9","8","0",0
"5332","5","Gs9","8","0",0
"5333","6","Gs9","8","0",0
"5334","7","Gs9","8","0",0
"5335","1","NKb1","8","0",0
"5336","2","NKb1","8","0",0
"5337","3","NKb1","8","0",0
"5338","4","NKb1","8","0",0
"5339","5","NKb1","8","0",0
"5340","6","NKb1","8","0",0
"5341","7","NKb1","8","0",0
"5342","1","NKb2","8","0",0
"5343","2","NKb2","8","0",0
"5344","3","NKb2","8","0",0
"5345","4","NKb2","8","0",0
"5346","5","NKb2","8","0",0
"5347","6","NKb2","8","0",0
"5348","7","NKb2","8","0",0
"5349","1","NKb3","8","0",0
"5350","2","NKb3","8","0",0
"5351","3","NKb3","8","0",0
"5352","4","NKb3","8","0",0
"5353","5","NKb3","8","0",0
"5354","6","NKb3","8","0",0
"5355","7","NKb3","8","0",0
"5356","1","NKb4","8","0",0
"5357","2","NKb4","8","0",0
"5358","3","NKb4","8","0",0
"5359","4","NKb4","8","0",0
"5360","5","NKb4","8","0",0
"5361","6","NKb4","8","0",0
"5362","7","NKb4","8","0",0
"5363","1","NKb5","8","0",0
"5364","2","NKb5","8","0",0
"5365","3","NKb5","8","0",0
"5366","4","NKb5","8","0",0
"5367","5","NKb5","8","0",0
"5368","6","NKb5","8","0",0
"5369","7","NKb5","8","0",0
"5370","1","NKb6","8","0",0
"5371","2","NKb6","8","0",0
"5372","3","NKb6","8","0",0
"5373","4","NKb6","8","0",0
"5374","5","NKb6","8","0",0
"5375","6","NKb6","8","0",0
"5376","7","NKb6","8","0",0
"5377","1","NKl1","8","0",0
"5378","2","NKl1","8","0",0
"5379","3","NKl1","8","0",0
"5380","4","NKl1","8","0",0
"5381","5","NKl1","8","0",0
"5382","6","NKl1","8","0",0
"5383","7","NKl1","8","0",0
"5384","1","NKl2","8","0",0
"5385","2","NKl2","8","0",0
"5386","3","NKl2","8","0",0
"5387","4","NKl2","8","0",0
"5388","5","NKl2","8","0",0
"5389","6","NKl2","8","0",0
"5390","7","NKl2","8","0",0
"5391","1","NKl4","8","0",0
"5392","2","NKl4","8","0",0
"5393","3","NKl4","8","0",0
"5394","4","NKl4","8","0",0
"5395","5","NKl4","8","0",0
"5396","6","NKl4","8","0",0
"5397","7","NKl4","8","0",0
"5398","1","NKu1","8","0",0
"5399","2","NKu1","8","0",0
"5400","3","NKu1","8","0",0
"5401","4","NKu1","8","0",0
"5402","5","NKu1","8","0",0
"5403","6","NKu1","8","0",0
"5404","7","NKu1","8","0",0
"5405","1","NKu2","8","0",0
"5406","2","NKu2","8","0",0
"5407","3","NKu2","8","0",0
"5408","4","NKu2","8","0",0
"5409","5","NKu2","8","0",0
"5410","6","NKu2","8","0",0
"5411","7","NKu2","8","0",0
"5412","1","NKu3","8","0",0
"5413","2","NKu3","8","0",0
"5414","3","NKu3","8","0",0
"5415","4","NKu3","8","0",0
"5416","5","NKu3","8","0",0
"5417","6","NKu3","8","0",0
"5418","7","NKu3","8","0",0
"5419","1","NKu4","8","0",0
"5420","2","NKu4","8","0",0
"5421","3","NKu4","8","0",0
"5422","4","NKu4","8","0",0
"5423","5","NKu4","8","0",0
"5424","6","NKu4","8","0",0
"5425","7","NKu4","8","0",0
"5426","1","NOTVEG","8","0",0
"5427","2","NOTVEG","8","0",0
"5428","3","NOTVEG","8","0",0
"5429","4","NOTVEG","8","0",0
"5430","5","NOTVEG","8","0",0
"5431","6","NOTVEG","8","0",0
"5432","7","NOTVEG","8","0",0
"5433","1","SKk1","8","0",0
"5434","2","SKk1","8","0",0
"5435","3","SKk1","8","0",0
"5436","4","SKk1","8","0",0
"5437","5","SKk1","8","0",0
"5438","6","SKk1","8","0",0
"5439","7","SKk1","8","0",0
"5440","1","SKk2","8","0",0
"5441","2","SKk2","8","0",0
"5442","3","SKk2","8","0",0
"5443","4","SKk2","8","0",0
"5444","5","SKk2","8","0",0
"5445","6","SKk2","8","0",0
"5446","7","SKk2","8","0",0
"5447","1","SKk3","8","0",0
"5448","2","SKk3","8","0",0
"5449","3","SKk3","8","0",0
"5450","4","SKk3","8","0",0
"5451","5","SKk3","8","0",0
"5452","6","SKk3","8","0",0
"5453","7","SKk3","8","0",0
"5454","1","SKk4","8","0",0
"5455","2","SKk4","8","0",0
"5456","3","SKk4","8","0",0
"5457","4","SKk4","8","0",0
"5458","5","SKk4","8","0",0
"5459","6","SKk4","8","0",0
"5460","7","SKk4","8","0",0
"5461","1","SKk5","8","0",0
"5462","2","SKk5","8","0",0
"5463","3","SKk5","8","0",0
"5464","4","SKk5","8","0",0
"5465","5","SKk5","8","0",0
"5466","6","SKk5","8","0",0
"5467","7","SKk5","8","0",0
"5468","1","SKk6","8","0",0
"5469","2","SKk6","8","0",0
"5470","3","SKk6","8","0",0
"5471","4","SKk6","8","0",0
"5472","5","SKk6","8","0",0
"5473","6","SKk6","8","0",0
"5474","7","SKk6","8","0",0
"5475","1","SKk7","8","0",0
"5476","2","SKk7","8","0",0
"5477","3","SKk7","8","0",0
"5478","4","SKk7","8","0",0
"5479","5","SKk7","8","0",0
"5480","6","SKk7","8","0",0
"5481","7","SKk7","8","0",0
"5482","1","SKk8","8","0",0
"5483","2","SKk8","8","0",0
"5484","3","SKk8","8","0",0
"5485","4","SKk8","8","0",0
"5486","5","SKk8","8","0",0
"5487","6","SKk8","8","0",0
"5488","7","SKk8","8","0",0
"5489","1","SKk9","8","0",0
"5490","2","SKk9","8","0",0
"5491","3","SKk9","8","0",0
"5492","4","SKk9","8","0",0
"5493","5","SKk9","8","0",0
"5494","6","SKk9","8","0",0
"5495","7","SKk9","8","0",0
"5496","1","SKn1","8","0",0
"5497","2","SKn1","8","0",0
"5498","3","SKn1","8","0",0
"5499","4","SKn1","8","0",0
"5500","5","SKn1","8","0",0
"5501","6","SKn1","8","0",0
"5502","7","SKn1","8","0",0
"5503","1","SKn2","8","0",0
"5504","2","SKn2","8","0",0
"5505","3","SKn2","8","0",0
"5506","4","SKn2","8","0",0
"5507","5","SKn2","8","0",0
"5508","6","SKn2","8","0",0
"5509","7","SKn2","8","0",0
"5510","1","SKn3","8","0",0
"5511","2","SKn3","8","0",0
"5512","3","SKn3","8","0",0
"5513","4","SKn3","8","0",0
"5514","5","SKn3","8","0",0
"5515","6","SKn3","8","0",0
"5516","7","SKn3","8","0",0
"5517","1","SKn4","8","0",0
"5518","2","SKn4","8","0",0
"5519","3","SKn4","8","0",0
"5520","4","SKn4","8","0",0
"5521","5","SKn4","8","0",0
"5522","6","SKn4","8","0",0
"5523","7","SKn4","8","0",0
"5524","1","SKn5","8","0",0
"5525","2","SKn5","8","0",0
"5526","3","SKn5","8","0",0
"5527","4","SKn5","8","0",0
"5528","5","SKn5","8","0",0
"5529","6","SKn5","8","0",0
"5530","7","SKn5","8","0",0
"5531","1","SKn6","8","0",0
"5532","2","SKn6","8","0",0
"5533","3","SKn6","8","0",0
"5534","4","SKn6","8","0",0
"5535","5","SKn6","8","0",0
"5536","6","SKn6","8","0",0
"5537","7","SKn6","8","0",0
"5538","1","SKn7","8","0",0
"5539","2","SKn7","8","0",0
"5540","3","SKn7","8","0",0
"5541","4","SKn7","8","0",0
"5542","5","SKn7","8","0",0
"5543","6","SKn7","8","0",0
"5544","7","SKn7","8","0",0
"5545","1","SKr1","8","0",0
"5546","2","SKr1","8","0",0
"5547","3","SKr1","8","0",0
"5548","4","SKr1","8","0",0
"5549","5","SKr1","8","0",0
"5550","6","SKr1","8","0",0
"5551","7","SKr1","8","0",0
"5552","1","SKr10","8","0",0
"5553","2","SKr10","8","0",0
"5554","3","SKr10","8","0",0
"5555","4","SKr10","8","0",0
"5556","5","SKr10","8","0",0
"5557","6","SKr10","8","0",0
"5558","7","SKr10","8","0",0
"5559","1","SKr11","8","0",0
"5560","2","SKr11","8","0",0
"5561","3","SKr11","8","0",0
"5562","4","SKr11","8","0",0
"5563","5","SKr11","8","0",0
"5564","6","SKr11","8","0",0
"5565","7","SKr11","8","0",0
"5566","1","SKr12","8","0",0
"5567","2","SKr12","8","0",0
"5568","3","SKr12","8","0",0
"5569","4","SKr12","8","0",0
"5570","5","SKr12","8","0",0
"5571","6","SKr12","8","0",0
"5572","7","SKr12","8","0",0
"5573","1","SKr13","8","0",0
"5574","2","SKr13","8","0",0
"5575","3","SKr13","8","0",0
"5576","4","SKr13","8","0",0
"5577","5","SKr13","8","0",0
"5578","6","SKr13","8","0",0
"5579","7","SKr13","8","0",0
"5580","1","SKr14","8","0",0
"5581","2","SKr14","8","0",0
"5582","3","SKr14","8","0",0
"5583","4","SKr14","8","0",0
"5584","5","SKr14","8","0",0
"5585","6","SKr14","8","0",0
"5586","7","SKr14","8","0",0
"5587","1","SKr15","8","0",0
"5588","2","SKr15","8","0",0
"5589","3","SKr15","8","0",0
"5590","4","SKr15","8","0",0
"5591","5","SKr15","8","0",0
"5592","6","SKr15","8","0",0
"5593","7","SKr15","8","0",0
"5594","1","SKr16","8","0",0
"5595","2","SKr16","8","0",0
"5596","3","SKr16","8","0",0
"5597","4","SKr16","8","0",0
"5598","5","SKr16","8","0",0
"5599","6","SKr16","8","0",0
"5600","7","SKr16","8","0",0
"5601","1","SKr17","8","0",0
"5602","2","SKr17","8","0",0
"5603","3","SKr17","8","0",0
"5604","4","SKr17","8","0",0
"5605","5","SKr17","8","0",0
"5606","6","SKr17","8","0",0
"5607","7","SKr17","8","0",0
"5608","1","SKr18","8","0",0
"5609","2","SKr18","8","0",0
"5610","3","SKr18","8","0",0
"5611","4","SKr18","8","0",0
"5612","5","SKr18","8","0",0
"5613","6","SKr18","8","0",0
"5614","7","SKr18","8","0",0
"5615","1","SKr19","8","0",0
"5616","2","SKr19","8","0",0
"5617","3","SKr19","8","0",0
"5618","4","SKr19","8","0",0
"5619","5","SKr19","8","0",0
"5620","6","SKr19","8","0",0
"5621","7","SKr19","8","0",0
"5622","1","SKr2","8","0",0
"5623","2","SKr2","8","0",0
"5624","3","SKr2","8","0",0
"5625","4","SKr2","8","0",0
"5626","5","SKr2","8","0",0
"5627","6","SKr2","8","0",0
"5628","7","SKr2","8","0",0
"5629","1","SKr3","8","0",0
"5630","2","SKr3","8","0",0
"5631","3","SKr3","8","0",0
"5632","4","SKr3","8","0",0
"5633","5","SKr3","8","0",0
"5634","6","SKr3","8","0",0
"5635","7","SKr3","8","0",0
"5636","1","SKr4","8","0",0
"5637","2","SKr4","8","0",0
"5638","3","SKr4","8","0",0
"5639","4","SKr4","8","0",0
"5640","5","SKr4","8","0",0
"5641","6","SKr4","8","0",0
"5642","7","SKr4","8","0",0
"5643","1","SKr5","8","0",0
"5644","2","SKr5","8","0",0
"5645","3","SKr5","8","0",0
"5646","4","SKr5","8","0",0
"5647","5","SKr5","8","0",0
"5648","6","SKr5","8","0",0
"5649","7","SKr5","8","0",0
"5650","1","SKr6","8","0",0
"5651","2","SKr6","8","0",0
"5652","3","SKr6","8","0",0
"5653","4","SKr6","8","0",0
"5654","5","SKr6","8","0",0
"5655","6","SKr6","8","0",0
"5656","7","SKr6","8","0",0
"5657","1","SKr7","8","0",0
"5658","2","SKr7","8","0",0
"5659","3","SKr7","8","0",0
"5660","4","SKr7","8","0",0
"5661","5","SKr7","8","0",0
"5662","6","SKr7","8","0",0
"5663","7","SKr7","8","0",0
"5664","1","SKr8","8","0",0
"5665","2","SKr8","8","0",0
"5666","3","SKr8","8","0",0
"5667","4","SKr8","8","0",0
"5668","5","SKr8","8","0",0
"5669","6","SKr8","8","0",0
"5670","7","SKr8","8","0",0
"5671","1","SKr9","8","0",0
"5672","2","SKr9","8","0",0
"5673","3","SKr9","8","0",0
"5674","4","SKr9","8","0",0
"5675","5","SKr9","8","0",0
"5676","6","SKr9","8","0",0
"5677","7","SKr9","8","0",0
"5678","1","SKs1","8","0",0
"5679","2","SKs1","8","0",0
"5680","3","SKs1","8","0",0
"5681","4","SKs1","8","0",0
"5682","5","SKs1","8","0",0
"5683","6","SKs1","8","0",0
"5684","7","SKs1","8","0",0
"5685","1","SKs10","8","0",0
"5686","2","SKs10","8","0",0
"5687","3","SKs10","8","0",0
"5688","4","SKs10","8","0",0
"5689","5","SKs10","8","0",0
"5690","6","SKs10","8","0",0
"5691","7","SKs10","8","0",0
"5692","1","SKs11","8","0",0
"5693","2","SKs11","8","0",0
"5694","3","SKs11","8","0",0
"5695","4","SKs11","8","0",0
"5696","5","SKs11","8","0",0
"5697","6","SKs11","8","0",0
"5698","7","SKs11","8","0",0
"5699","1","SKs12","8","0",0
"5700","2","SKs12","8","0",0
"5701","3","SKs12","8","0",0
"5702","4","SKs12","8","0",0
"5703","5","SKs12","8","0",0
"5704","6","SKs12","8","0",0
"5705","7","SKs12","8","0",0
"5706","1","SKs13","8","0",0
"5707","2","SKs13","8","0",0
"5708","3","SKs13","8","0",0
"5709","4","SKs13","8","0",0
"5710","5","SKs13","8","0",0
"5711","6","SKs13","8","0",0
"5712","7","SKs13","8","0",0
"5713","1","SKs14","8","0",0
"5714","2","SKs14","8","0",0
"5715","3","SKs14","8","0",0
"5716","4","SKs14","8","0",0
"5717","5","SKs14","8","0",0
"5718","6","SKs14","8","0",0
"5719","7","SKs14","8","0",0
"5720","1","SKs2","8","0",0
"5721","2","SKs2","8","0",0
"5722","3","SKs2","8","0",0
"5723","4","SKs2","8","0",0
"5724","5","SKs2","8","0",0
"5725","6","SKs2","8","0",0
"5726","7","SKs2","8","0",0
"5727","1","SKs3","8","0",0
"5728","2","SKs3","8","0",0
"5729","3","SKs3","8","0",0
"5730","4","SKs3","8","0",0
"5731","5","SKs3","8","0",0
"5732","6","SKs3","8","0",0
"5733","7","SKs3","8","0",0
"5734","1","SKs4","8","0",0
"5735","2","SKs4","8","0",0
"5736","3","SKs4","8","0",0
"5737","4","SKs4","8","0",0
"5738","5","SKs4","8","0",0
"5739","6","SKs4","8","0",0
"5740","7","SKs4","8","0",0
"5741","1","SKs5","8","0",0
"5742","2","SKs5","8","0",0
"5743","3","SKs5","8","0",0
"5744","4","SKs5","8","0",0
"5745","5","SKs5","8","0",0
"5746","6","SKs5","8","0",0
"5747","7","SKs5","8","0",0
"5748","1","SKs6","8","0",0
"5749","2","SKs6","8","0",0
"5750","3","SKs6","8","0",0
"5751","4","SKs6","8","0",0
"5752","5","SKs6","8","0",0
"5753","6","SKs6","8","0",0
"5754","7","SKs6","8","0",0
"5755","1","SKs7","8","0",0
"5756","2","SKs7","8","0",0
"5757","3","SKs7","8","0",0
"5758","4","SKs7","8","0",0
"5759","5","SKs7","8","0",0
"5760","6","SKs7","8","0",0
"5761","7","SKs7","8","0",0
"5762","1","SKs8","8","0",0
"5763","2","SKs8","8","0",0
"5764","3","SKs8","8","0",0
"5765","4","SKs8","8","0",0
"5766","5","SKs8","8","0",0
"5767","6","SKs8","8","0",0
"5768","7","SKs8","8","0",0
"5769","1","SKs9","8","0",0
"5770","2","SKs9","8","0",0
"5771","3","SKs9","8","0",0
"5772","4","SKs9","8","0",0
"5773","5","SKs9","8","0",0
"5774","6","SKs9","8","0",0
"5775","7","SKs9","8","0",0
"5776","1","SKt1","8","0",0
"5777","2","SKt1","8","0",0
"5778","3","SKt1","8","0",0
"5779","4","SKt1","8","0",0
"5780","5","SKt1","8","0",0
"5781","6","SKt1","8","0",0
"5782","7","SKt1","8","0",0
"5783","1","SKt2","8","0",0
"5784","2","SKt2","8","0",0
"5785","3","SKt2","8","0",0
"5786","4","SKt2","8","0",0
"5787","5","SKt2","8","0",0
"5788","6","SKt2","8","0",0
"5789","7","SKt2","8","0",0
"5790","1","SKt3","8","0",0
"5791","2","SKt3","8","0",0
"5792","3","SKt3","8","0",0
"5793","4","SKt3","8","0",0
"5794","5","SKt3","8","0",0
"5795","6","SKt3","8","0",0
"5796","7","SKt3","8","0",0
"5797","1","SKv1","8","0",0
"5798","2","SKv1","8","0",0
"5799","3","SKv1","8","0",0
"5800","4","SKv1","8","0",0
"5801","5","SKv1","8","0",0
"5802","6","SKv1","8","0",0
"5803","7","SKv1","8","0",0
"5804","1","SKv10","8","0",0
"5805","2","SKv10","8","0",0
